question_id,evaluation_question,expected_focus,expected_qtype,primary_expected_qa_uid,candidate_qa_uid,candidate_doc_uid,candidate_source,candidate_question,candidate_focus,candidate_qtype,candidate_answer_preview,included_as_relevant
eval_0063,What is (are) Hereditary sensory and autonomic neuropathy type V ?,Hereditary sensory and autonomic neuropathy type V,information,2_GARD_QA::0002852::0002852-1,3_GHR_QA::0000474::0000474-1,3_GHR_QA::0000474::0000474,GHR,What is (are) hereditary sensory and autonomic neuropathy type V ?,hereditary sensory and autonomic neuropathy type V,information,"Hereditary sensory and autonomic neuropathy type V (HSAN5) is a condition that primarily affects the sensory nerve cells (sensory neurons), which transmit information about sensations such as pain, temperature, and touch. These sensations are impaired in people with HSAN5. The signs and symptoms of HSAN5 appear early, usually at birth or during infancy. People with HSAN5 lose the ability to feel pain, heat, and cold. Deep pain perception, the feeling of pain from injuries to bones, ligaments, or",True
eval_0067,What is (are) Spondyloepiphyseal dysplasia congenita ?,Spondyloepiphyseal dysplasia congenita,information,2_GARD_QA::0005840::0005840-1,2_GARD_QA::0005840::0005840-1,2_GARD_QA::0005840::0005840,GARD,What is (are) Spondyloepiphyseal dysplasia congenita ?,Spondyloepiphyseal dysplasia congenita,information,Spondyloepiphyseal dysplasia congenita is an inherited disorder of bone growth that affects the bones of the spine and ends of the long bones in the arms and legs. Features of this condition include short stature (dwarfism); a very short trunk and neck; abnormal curvature of the spine; barrel-shaped chest; shortened limbs; an abnormality of the hip joint; and problems with vision and hearing. Arthritis and decreased joint mobility often develop early in life. More than 175 cases have been report,True
eval_0067,What is (are) Spondyloepiphyseal dysplasia congenita ?,Spondyloepiphyseal dysplasia congenita,information,2_GARD_QA::0005840::0005840-1,3_GHR_QA::0000947::0000947-1,3_GHR_QA::0000947::0000947,GHR,What is (are) spondyloepiphyseal dysplasia congenita ?,spondyloepiphyseal dysplasia congenita,information,"Spondyloepiphyseal dysplasia congenita is an inherited bone growth disorder that results in short stature (dwarfism), skeletal abnormalities, and problems with vision and hearing. This condition affects the bones of the spine (spondylo-) and the ends (epiphyses) of long bones in the arms and legs. Congenita indicates that the condition is present from birth. People with spondyloepiphyseal dysplasia congenita have short stature from birth, with a very short trunk and neck and shortened limbs. The",True
eval_0068,What are the treatments for Hearing Loss ?,Hearing Loss,treatment,7_SeniorHealth_QA::0000032::0000032-4,7_SeniorHealth_QA::0000032::0000032-22,7_SeniorHealth_QA::0000032::0000032,NIHSeniorHealth,What are the treatments for Hearing Loss ?,Hearing Loss,treatment,"Assistive Listening Devices Assistive listening devices devices can help you hear in certain listening environments. These can include telephone and cell phone amplifying devices, smart phone or tablet ""apps,"" and closed circuit systems (induction coil loops) in places of worship, theaters, and auditoriums. TV listening systems help you listen to the television or the radio without being bothered by other noises around you. Some hearing aids can be plugged into televisions or stereos to help you",True
eval_0068,What are the treatments for Hearing Loss ?,Hearing Loss,treatment,7_SeniorHealth_QA::0000032::0000032-4,7_SeniorHealth_QA::0000032::0000032-4,7_SeniorHealth_QA::0000032::0000032,NIHSeniorHealth,What are the treatments for Hearing Loss ?,Hearing Loss,treatment,"Your doctor can recommend strategies to help reduce the effects of a hearing loss. Scientists are studying ways to develop new, more effective methods to treat and prevent hearing loss. Hearing Aids A hearing aid is a small electronic device that you wear in or behind your ear. It makes some sounds louder so that a person with hearing loss can listen, communicate, and participate more fully in daily activities. A hearing aid can help people hear more in both quiet and noisy situations. However, ",True
eval_0069,What is (are) Abdominal Adhesions ?,Abdominal Adhesions,information,5_NIDDK_QA::0000083::0000083-2,5_NIDDK_QA::0000083::0000083-1,5_NIDDK_QA::0000083::0000083,NIDDK,What is (are) Abdominal Adhesions ?,Abdominal Adhesions,information,"Abdominal adhesions are bands of fibrous tissue that can form between abdominal tissues and organs. Normally, internal tissues and organs have slippery surfaces, preventing them from sticking together as the body moves. However, abdominal adhesions cause tissues and organs in the abdominal cavity to stick together.",True
eval_0069,What is (are) Abdominal Adhesions ?,Abdominal Adhesions,information,5_NIDDK_QA::0000083::0000083-2,5_NIDDK_QA::0000083::0000083-2,5_NIDDK_QA::0000083::0000083,NIDDK,What is (are) Abdominal Adhesions ?,Abdominal Adhesions,information,"The abdominal cavity is the internal area of the body between the chest and hips that contains the lower part of the esophagus, stomach, small intestine, and large intestine. The esophagus carries food and liquids from the mouth to the stomach, which slowly pumps them into the small and large intestines. Abdominal adhesions can kink, twist, or pull the small and large intestines out of place, causing an intestinal obstruction. Intestinal obstruction, also called a bowel obstruction, results in t",True
eval_0078,What is (are) Lennox-Gastaut Syndrome ?,Lennox-Gastaut Syndrome,information,6_NINDS_QA::0000179::0000179-1,2_GARD_QA::0003541::0003541-1,2_GARD_QA::0003541::0003541,GARD,What is (are) Lennox-Gastaut syndrome ?,Lennox-Gastaut syndrome,information,"Lennox-Gastaut syndrome is a form of severe epilepsy that begins in childhood. It is characterized by multiple types of seizures and intellectual disability. This condition can be caused by brain malformations, perinatal asphyxia (lack of oxygen), severe head injury, central nervous system infection and inherited degenerative or metabolic conditions. In about one-third of cases, no cause can be found. Treatment for Lennox-Gastaut syndrome includes anti-epileptic medications such as valproate, la",True
eval_0078,What is (are) Lennox-Gastaut Syndrome ?,Lennox-Gastaut Syndrome,information,6_NINDS_QA::0000179::0000179-1,3_GHR_QA::0000592::0000592-1,3_GHR_QA::0000592::0000592,GHR,What is (are) Lennox-Gastaut syndrome ?,Lennox-Gastaut syndrome,information,"Lennox-Gastaut syndrome is a form of severe epilepsy that begins in childhood. It is characterized by multiple types of seizures and intellectual disability. People with Lennox-Gastaut syndrome begin having frequent seizures in early childhood, usually between ages 3 and 5. More than three-quarters of affected individuals have tonic seizures, which cause the muscles to stiffen (contract) uncontrollably. These seizures occur most often during sleep. Also common are atypical absence seizures, whic",True
eval_0078,What is (are) Lennox-Gastaut Syndrome ?,Lennox-Gastaut Syndrome,information,6_NINDS_QA::0000179::0000179-1,6_NINDS_QA::0000179::0000179-1,6_NINDS_QA::0000179::0000179,NINDS,What is (are) Lennox-Gastaut Syndrome ?,Lennox-Gastaut Syndrome,information,"Lennox-Gastaut syndrome is a severe form of epilepsy. Seizures usually begin before 4 years of age. Seizure types, which vary among patients, include tonic (stiffening of the body, upward deviation of the eyes, dilation of the pupils, and altered respiratory patterns), atonic (brief loss of muscle tone and consciousness, causing abrupt falls), atypical absence (staring spells), and myoclonic (sudden muscle jerks). There may be periods of frequent seizures mixed with brief, relatively seizure-fre",True
eval_0080,What is (are) Depression ?,Depression,information,4_MPlus_Health_Topics_QA::0000264::0000264-1,4_MPlus_Health_Topics_QA::0000264::0000264-1,4_MPlus_Health_Topics_QA::0000264::0000264,MPlusHealthTopics,What is (are) Depression ?,Depression,information,"Depression is a serious medical illness. It's more than just a feeling of being sad or ""blue"" for a few days. If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away. They persist and interfere with your everyday life. Symptoms can include - Feeling sad or ""empty"" - Loss of interest in favorite activities - Overeating, or not wanting to eat at all - Not being able to sleep, or sleeping too much - Feeling very tired - Feeli",True
eval_0080,What is (are) Depression ?,Depression,information,4_MPlus_Health_Topics_QA::0000264::0000264-1,7_SeniorHealth_QA::0000014::0000014-1,7_SeniorHealth_QA::0000014::0000014,NIHSeniorHealth,What is (are) Depression ?,Depression,information,"Everyone feels blue or sad now and then, but these feelings don't usually last long and pass within a couple of days. When a person has depression, it interferes with daily life and normal functioning, and causes pain for both the person with depression and those who care about him or her. Doctors call this condition ""depressive disorder,"" or ""clinical depression."" Depression in Older Adults Important life changes that happen as we get older may cause feelings of uneasiness, stress, and sadness.",True
eval_0080,What is (are) Depression ?,Depression,information,4_MPlus_Health_Topics_QA::0000264::0000264-1,7_SeniorHealth_QA::0000014::0000014-10,7_SeniorHealth_QA::0000014::0000014,NIHSeniorHealth,What is (are) Depression ?,Depression,information,"Depression is more than just feeling blue or sad. It is an illness. When you have depression, it interferes with daily life and normal functioning, and causes pain for both you and those who care about you.",True
eval_0080,What is (are) Depression ?,Depression,information,4_MPlus_Health_Topics_QA::0000264::0000264-1,7_SeniorHealth_QA::0000014::0000014-12,7_SeniorHealth_QA::0000014::0000014,NIHSeniorHealth,What is (are) Depression ?,Depression,information,"Major depressive disorder, also called major depression or clinical depression, is characterized by a combination of symptoms that interfere with your ability to work, sleep, concentrate, eat, and enjoy activities you once liked. Major depression keeps a person from functioning normally. Dysthymic disorder, or dysthymia, is a less severe but sometimes more long-lasting form of depression. It is characterized by symptoms lasting two years or longer that keep you from functioning normally or feeli",True
eval_0083,What is (are) abetalipoproteinemia ?,abetalipoproteinemia,information,3_GHR_QA::0000003::0000003-1,2_GARD_QA::0000011::0000011-1,2_GARD_QA::0000011::0000011,GARD,What is (are) Abetalipoproteinemia ?,Abetalipoproteinemia,information,"Abetalipoproteinemia is a condition characterized by the inability to fully absorb dietary fats, cholesterol and fat-soluble vitamins. Signs and symptoms appear in the first few months of life and can include failure to thrive; diarrhea; acanthocytosis; and stool abnormalities. Other features develop later in childhood and often impair the function of the nervous system, potentially causing slower intellectual development; poor muscle coordination; progressive ataxia; and an eye disorder called ",True
eval_0083,What is (are) abetalipoproteinemia ?,abetalipoproteinemia,information,3_GHR_QA::0000003::0000003-1,3_GHR_QA::0000003::0000003-1,3_GHR_QA::0000003::0000003,GHR,What is (are) abetalipoproteinemia ?,abetalipoproteinemia,information,"Abetalipoproteinemia is an inherited disorder that affects the absorption of dietary fats, cholesterol, and fat-soluble vitamins. People affected by this disorder are not able to make certain lipoproteins, which are particles that carry fats and fat-like substances (such as cholesterol) in the blood. Specifically, people with abetalipoproteinemia are missing a group of lipoproteins called beta-lipoproteins. An inability to make beta-lipoproteins causes severely reduced absorption (malabsorption)",True
eval_0087,How to diagnose Alzheimer's Disease ?,Alzheimer's Disease,exams and tests,7_SeniorHealth_QA::0000004::0000004-20,7_SeniorHealth_QA::0000004::0000004-20,7_SeniorHealth_QA::0000004::0000004,NIHSeniorHealth,How to diagnose Alzheimer's Disease ?,Alzheimer's Disease,exams and tests,"The only definitive way to diagnose Alzheimer's disease is to find out whether plaques and tangles exist in brain tissue. To look at brain tissue, doctors perform a brain autopsy, an examination of the brain done after a person dies. Doctors can only make a diagnosis of ""possible"" or probable Alzheimers disease while a person is alive. Doctors with special training can diagnose Alzheimer's disease correctly up to 90 percent of the time. Doctors who can diagnose Alzheimers include geriatricians, ",True
eval_0087,How to diagnose Alzheimer's Disease ?,Alzheimer's Disease,exams and tests,7_SeniorHealth_QA::0000004::0000004-20,7_SeniorHealth_QA::0000004::0000004-21,7_SeniorHealth_QA::0000004::0000004,NIHSeniorHealth,How to diagnose Alzheimer's Disease ?,Alzheimer's Disease,exams and tests,"An early, accurate diagnosis of Alzheimer's disease helps people and their families plan for the future. It gives them time to discuss care options, find support, and make legal and financial arrangements while the person with Alzheimers can still take part in making decisions. Also, even though no medicine or other treatment can stop or slow the disease, early diagnosis offers the best chance to treat the symptoms.",True
eval_0087,How to diagnose Alzheimer's Disease ?,Alzheimer's Disease,exams and tests,7_SeniorHealth_QA::0000004::0000004-20,7_SeniorHealth_QA::0000004::0000004-22,7_SeniorHealth_QA::0000004::0000004,NIHSeniorHealth,How to diagnose Alzheimer's Disease ?,Alzheimer's Disease,exams and tests,The time from diagnosis of Alzheimers disease to death varies. It can be as little as 3 or 4 years if the person is over 80 years old when diagnosed or as long as 10 years or more if the person is younger.,True
eval_0091,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,7_SeniorHealth_QA::0000063::0000063-8,1_CancerGov_QA::0000028_1::0000028_1-7,1_CancerGov_QA::0000028_1::0000028_1,CancerGov,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,"New types of treatment are being tested in clinical trials. Information about clinical trials is available from the NCI website. Treatment for skin cancer may cause side effects. For information about side effects caused by treatment for cancer, see our Side Effects page. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are",True
eval_0091,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,7_SeniorHealth_QA::0000063::0000063-8,1_CancerGov_QA::0000028_4::0000028_4-4,1_CancerGov_QA::0000028_4::0000028_4,CancerGov,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,Cancer prevention clinical trials are used to study ways to prevent cancer. Cancer prevention clinical trials are used to study ways to lower the risk of developing certain types of cancer. Some cancer prevention trials are conducted with healthy people who have not had cancer but who have an increased risk for cancer. Other prevention trials are conducted with people who have had cancer and are trying to prevent another cancer of the same type or to lower their chance of developing a new type o,True
eval_0091,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,7_SeniorHealth_QA::0000063::0000063-8,7_SeniorHealth_QA::0000063::0000063-30,7_SeniorHealth_QA::0000063::0000063,NIHSeniorHealth,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,"The National Cancer Institute has developed a comprehensive online cancer database called the Physician Data Query (PDQ) to present evidence from the most recent research on melanoma and other skin cancers. Click here to see the PDQ. A window will open. Click the ""x"" in the upper right hand corner of the ""PDQ"" window to return here.",True
eval_0091,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,7_SeniorHealth_QA::0000063::0000063-8,7_SeniorHealth_QA::0000063::0000063-8,7_SeniorHealth_QA::0000063::0000063,NIHSeniorHealth,what research (or clinical trials) is being done for Skin Cancer ?,Skin Cancer,research,"Many Areas of Research Scientists are constantly searching for new ways to detect skin cancer, assess risk, and predict patient outcomes. They are interested in finding new treatments and new ways to deliver drugs and radiation. As scientists get a better understanding of what causes skin cancer and what genetic and environmental factors play a role, they should be able to design new drugs to hinder the development of cancer. Clinical trials are designed to answer important questions and to find",True
eval_0096,What is (are) Heart Failure ?,Heart Failure,information,7_SeniorHealth_QA::0000034::0000034-1,4_MPlus_Health_Topics_QA::0000446::0000446-1,4_MPlus_Health_Topics_QA::0000446::0000446,MPlusHealthTopics,What is (are) Heart Failure ?,Heart Failure,information,"Heart failure is a condition in which the heart can't pump enough blood to meet the body's needs. Heart failure does not mean that your heart has stopped or is about to stop working. It means that your heart is not able to pump blood the way it should. It can affect one or both sides of the heart. The weakening of the heart's pumping ability causes - Blood and fluid to back up into the lungs - The buildup of fluid in the feet, ankles and legs - called edema - Tiredness and shortness of breath Co",True
eval_0096,What is (are) Heart Failure ?,Heart Failure,information,7_SeniorHealth_QA::0000034::0000034-1,7_SeniorHealth_QA::0000034::0000034-1,7_SeniorHealth_QA::0000034::0000034,NIHSeniorHealth,What is (are) Heart Failure ?,Heart Failure,information,"In heart failure, the heart cannot pump enough blood to meet the body's needs. In some cases, the heart cannot fill with enough blood. In other cases, the heart can't pump blood to the rest of the body with enough force. Some people have both problems. Heart failure develops over time as the pumping action of the heart gets weaker. It can affect either the right, the left, or both sides of the heart. Heart failure does not mean that the heart has stopped working or is about to stop working. When",True
eval_0096,What is (are) Heart Failure ?,Heart Failure,information,7_SeniorHealth_QA::0000034::0000034-1,7_SeniorHealth_QA::0000034::0000034-11,7_SeniorHealth_QA::0000034::0000034,NIHSeniorHealth,What is (are) Heart Failure ?,Heart Failure,information,"In heart failure, the heart cannot pump enough blood through the body. Heart failure develops over time as the pumping action of the heart gets weaker. Heart failure does not mean that the heart has stopped working or is about to stop working. When the heart is weakened by heart failure, blood and fluid can back up into the lungs and fluid builds up in the feet, ankles, and legs. People with heart failure often experience tiredness and shortness of breath.",True
eval_0096,What is (are) Heart Failure ?,Heart Failure,information,7_SeniorHealth_QA::0000034::0000034-1,7_SeniorHealth_QA::0000034::0000034-17,7_SeniorHealth_QA::0000034::0000034,NIHSeniorHealth,What is (are) Heart Failure ?,Heart Failure,information,"Keeping your cholesterol levels healthy can help prevent coronary artery disease. Your goal for LDL, or ""bad,"" cholesterol depends on how many other risk factors you have. Here are recommended LDL cholesterol goals. - If you don't have coronary heart disease or diabetes and have one or no risk factors, your LDL goal is less than 160 mg/dL. - If you don't have coronary heart disease or diabetes and have two or more risk factors, your LDL goal is less than 130 mg/dL. - If you do have coronary hear",True
eval_0096,What is (are) Heart Failure ?,Heart Failure,information,7_SeniorHealth_QA::0000034::0000034-1,7_SeniorHealth_QA::0000034::0000034-24,7_SeniorHealth_QA::0000034::0000034,NIHSeniorHealth,What is (are) Heart Failure ?,Heart Failure,information,More detailed information on heart failure is available at http://www.nhlbi.nih.gov/health/dci,True
eval_0096,What is (are) Heart Failure ?,Heart Failure,information,7_SeniorHealth_QA::0000034::0000034-1,8_NHLBI_QA_XML::0000061::0000061-1,8_NHLBI_QA_XML::0000061::0000061,NHLBI,What is (are) Heart Failure ?,Heart Failure,information,"Heart failure is a condition in which the heart can't pump enough blood to meet the body's needs. In some cases, the heart can't fill with enough blood. In other cases, the heart can't pump blood to the rest of the body with enough force. Some people have both problems. The term ""heart failure"" doesn't mean that your heart has stopped or is about to stop working. However, heart failure is a serious condition that requires medical care. Overview Heart failure develops over time as the heart's pum",True
eval_0100,What is (are) Glutamate formiminotransferase deficiency ?,Glutamate formiminotransferase deficiency,information,2_GARD_QA::0002601::0002601-1,2_GARD_QA::0002601::0002601-1,2_GARD_QA::0002601::0002601,GARD,What is (are) Glutamate formiminotransferase deficiency ?,Glutamate formiminotransferase deficiency,information,"Glutamate formiminotransferase deficiency is an inherited metabolic disorder that affects physical and mental development. There are two forms of this condition, a mild form and a sever form. People with the mild form have minor delays in physical and mental development and may have mild intellectual disability. They also have unusually high levels of a molecule called formiminoglutamate (FIGLU) in their urine. Individuals with the severe form have profound intellectual disability, delayed devel",True
eval_0100,What is (are) Glutamate formiminotransferase deficiency ?,Glutamate formiminotransferase deficiency,information,2_GARD_QA::0002601::0002601-1,3_GHR_QA::0000416::0000416-1,3_GHR_QA::0000416::0000416,GHR,What is (are) glutamate formiminotransferase deficiency ?,glutamate formiminotransferase deficiency,information,"Glutamate formiminotransferase deficiency is an inherited disorder that affects physical and mental development. There are two forms of this condition, which are distinguished by the severity of symptoms. People with the mild form of glutamate formiminotransferase deficiency have minor delays in physical and mental development and may have mild intellectual disability. They also have unusually high levels of a molecule called formiminoglutamate (FIGLU) in their urine. Individuals affected by the",True
eval_0102,What is (are) Rett Syndrome ?,Rett Syndrome,information,6_NINDS_QA::0000247::0000247-1,2_GARD_QA::0005347::0005347-1,2_GARD_QA::0005347::0005347,GARD,What is (are) Rett syndrome ?,Rett syndrome,information,"Rett syndrome is a progressive, neuro-developmental condition that primarily affects girls. Affected girls appear to have normal psychomotor development during the first 6 to 18 months of life, followed by a developmental ""plateau,"" and then rapid regression in language and motor skills. Additional signs and symptoms may include repetitive, stereotypic hand movements; fits of screaming and inconsolable crying; autistic features; panic-like attacks; teeth grinding (bruxism); episodic apnea and/or",True
eval_0102,What is (are) Rett Syndrome ?,Rett Syndrome,information,6_NINDS_QA::0000247::0000247-1,3_GHR_QA::0000874::0000874-1,3_GHR_QA::0000874::0000874,GHR,What is (are) Rett syndrome ?,Rett syndrome,information,"Rett syndrome is a brain disorder that occurs almost exclusively in girls. The most common form of the condition is known as classic Rett syndrome. After birth, girls with classic Rett syndrome have 6 to 18 months of apparently normal development before developing severe problems with language and communication, learning, coordination, and other brain functions. Early in childhood, affected girls lose purposeful use of their hands and begin making repeated hand wringing, washing, or clapping mot",True
eval_0102,What is (are) Rett Syndrome ?,Rett Syndrome,information,6_NINDS_QA::0000247::0000247-1,4_MPlus_Health_Topics_QA::0000779::0000779-1,4_MPlus_Health_Topics_QA::0000779::0000779,MPlusHealthTopics,What is (are) Rett Syndrome ?,Rett Syndrome,information,"Rett syndrome is a rare genetic disease that causes developmental and nervous system problems, mostly in girls. It's related to autism spectrum disorder. Babies with Rett syndrome seem to grow and develop normally at first. Between 3 months and 3 years of age, though, they stop developing and even lose some skills. Symptoms include - Loss of speech - Loss of hand movements such as grasping - Compulsive movements such as hand wringing - Balance problems - Breathing problems - Behavior problems - ",True
eval_0102,What is (are) Rett Syndrome ?,Rett Syndrome,information,6_NINDS_QA::0000247::0000247-1,6_NINDS_QA::0000247::0000247-1,6_NINDS_QA::0000247::0000247,NINDS,What is (are) Rett Syndrome ?,Rett Syndrome,information,"Rett syndrome is a childhood neurodevelopmental disorder that affects females almost exclusively. The child generally appears to grow and develop normally, before symptoms begin. Loss of muscle tone is usually the first symptom. Other early symptoms may include a slowing of development, problems crawling or walking, and diminished eye contact. As the syndrome progresses, a child will lose purposeful use of her hands and the ability to speak. Compulsive hand movements such as wringing and washing",True
eval_0113,What is (are) Anencephaly ?,Anencephaly,information,2_GARD_QA::0000341::0000341-1,2_GARD_QA::0000341::0000341-1,2_GARD_QA::0000341::0000341,GARD,What is (are) Anencephaly ?,Anencephaly,information,"Anencephaly is a type of neural tube defect characterized by abnormal development of the brain and the bones of the skull. The neural tube is a narrow channel that normally folds and closes between the 3rd and 4th weeks of pregnancy, forming the brain and spinal cord of the embryo. Anencephaly occurs when the 'cephalic' or head end of the neural tube fails to close, causing the absence of a major portion of the brain, skull, and scalp. Infants with this disorder are born without a forebrain (the",True
eval_0113,What is (are) Anencephaly ?,Anencephaly,information,2_GARD_QA::0000341::0000341-1,3_GHR_QA::0000057::0000057-1,3_GHR_QA::0000057::0000057,GHR,What is (are) anencephaly ?,anencephaly,information,"Anencephaly is a condition that prevents the normal development of the brain and the bones of the skull. This condition results when a structure called the neural tube fails to close during the first few weeks of embryonic development. The neural tube is a layer of cells that ultimately develops into the brain and spinal cord. Because anencephaly is caused by abnormalities of the neural tube, it is classified as a neural tube defect. Because the neural tube fails to close properly, the developin",True
eval_0113,What is (are) Anencephaly ?,Anencephaly,information,2_GARD_QA::0000341::0000341-1,6_NINDS_QA::0000019::0000019-1,6_NINDS_QA::0000019::0000019,NINDS,What is (are) Anencephaly ?,Anencephaly,information,"Anencephaly is a defect in the closure of the neural tube during fetal development. The neural tube is a narrow channel that folds and closes between the 3rd and 4th weeks of pregnancy to form the brain and spinal cord of the embryo. Anencephaly occurs when the ""cephalic"" or head end of the neural tube fails to close, resulting in the absence of a major portion of the brain, skull, and scalp. Infants with this disorder are born without a forebrain (the front part of the brain) and a cerebrum (th",True
eval_0117,What is (are) Frontonasal dysplasia ?,Frontonasal dysplasia,information,2_GARD_QA::0002446::0002446-1,2_GARD_QA::0002446::0002446-1,2_GARD_QA::0002446::0002446,GARD,What is (are) Frontonasal dysplasia ?,Frontonasal dysplasia,information,"Frontonasal dysplasia is a very rare disorder that is characterized by abnormalities affecting the head and facial (craniofacial) region. Major physical features may include widely spaced eyes (ocular hypertelorism); a flat, broad nose; and a widow's peak hairline. In some cases, the tip of the nose may be missing; in more severe cases, the nose may separate vertically into two parts. In addition, an abnormal skin-covered gap in the front of the head (anterior cranium occultum) may also be prese",True
eval_0117,What is (are) Frontonasal dysplasia ?,Frontonasal dysplasia,information,2_GARD_QA::0002446::0002446-1,3_GHR_QA::0000390::0000390-1,3_GHR_QA::0000390::0000390,GHR,What is (are) frontonasal dysplasia ?,frontonasal dysplasia,information,"Frontonasal dysplasia is a condition that results from abnormal development of the head and face before birth. People with frontonasal dysplasia have at least two of the following features: widely spaced eyes (ocular hypertelorism); a broad nose; a slit (cleft) in one or both sides of the nose; no nasal tip; a central cleft involving the nose, upper lip, or roof of the mouth (palate); incomplete formation of the front of the skull with skin covering the head where bone should be (anterior craniu",True
eval_0123,What is (are) Familial hemiplegic migraine ?,Familial hemiplegic migraine,information,2_GARD_QA::0002254::0002254-1,2_GARD_QA::0002254::0002254-1,2_GARD_QA::0002254::0002254,GARD,What is (are) Familial hemiplegic migraine ?,Familial hemiplegic migraine,information,"Familial hemiplegic migraine (FHM) is a form of migraine headache that runs in families. Migraines usually cause intense, throbbing pain in one area of the head, often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. These recurrent headaches typically begin in childhood or adolescence and may last from a few hours to a few days. People with familial hemiplegic migraine experience an aura that comes before the headache. The most common symptoms associated with an aura",True
eval_0123,What is (are) Familial hemiplegic migraine ?,Familial hemiplegic migraine,information,2_GARD_QA::0002254::0002254-1,3_GHR_QA::0000351::0000351-1,3_GHR_QA::0000351::0000351,GHR,What is (are) familial hemiplegic migraine ?,familial hemiplegic migraine,information,"Familial hemiplegic migraine is a form of migraine headache that runs in families. Migraines usually cause intense, throbbing pain in one area of the head, often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. These recurrent headaches typically begin in childhood or adolescence and can be triggered by certain foods, emotional stress, and minor head trauma. Each headache may last from a few hours to a few days. In some types of migraine, including familial hemiplegic",True
eval_0133,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016,NIHSeniorHealth,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,"Can Cause Vision Loss, Blindness Diabetic retinopathy is a complication of diabetes and a leading cause of blindness. It occurs when diabetes damages the tiny blood vessels inside the retina in the back of the eye. A healthy retina is necessary for good vision. If you have diabetic retinopathy, at first you may notice no changes to your vision. But over time, diabetic retinopathy can get worse and cause vision loss. Diabetic retinopathy usually affects both eyes. Four Stages The four stages of d",True
eval_0133,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016-13,7_SeniorHealth_QA::0000016::0000016,NIHSeniorHealth,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,"In this test, a special dye is injected into your arm. Pictures are taken as the dye passes through the blood vessels in your retina. The test allows your eye care professional to identify any leaking blood vessels and recommend treatment.",True
eval_0133,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016-17,7_SeniorHealth_QA::0000016::0000016,NIHSeniorHealth,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,"If you have a lot of blood in the center of the eye, or vitreous gel, you may need a vitrectomy to restore your sight. If you need vitrectomies in both eyes, they are usually done several weeks apart. A vitrectomy is performed under either local or general anesthesia. Your doctor makes a tiny incision in your eye. Next, a small instrument is used to remove the vitreous gel that is clouded with blood. The vitreous gel is replaced with a salt solution. Because the vitreous gel is mostly water, you",True
eval_0133,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016-26,7_SeniorHealth_QA::0000016::0000016,NIHSeniorHealth,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,"National Eye Institute National Institutes of Health 2020 Vision Place Bethesda, MD 20892-3655 301-496-5248 E-mail: 2020@nei.nih.gov www.nei.nih.gov Find eye health organizations that address diabetic eye disease.",True
eval_0133,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,7_SeniorHealth_QA::0000016::0000016-1,7_SeniorHealth_QA::0000016::0000016-6,7_SeniorHealth_QA::0000016::0000016,NIHSeniorHealth,What is (are) Diabetic Retinopathy ?,Diabetic Retinopathy,information,"Diabetic retinopathy is a complication of diabetes and a leading cause of blindness. It occurs when diabetes damages the tiny blood vessels inside the retina, the light-sensitive tissue at the back of the eye. A healthy retina is necessary for good vision. If you have diabetic retinopathy, at first you may notice no changes to your vision. But over time, diabetic retinopathy can get worse and cause vision loss. Diabetic retinopathy usually affects both eyes. See this graphic for a quick overview",True
