run_name,retriever_model_key,retrieval_depth,question_id,question,expected_qa_uid,relevant_qa_uids,expected_doc_uid,relevant_doc_uids,expected_focus,expected_qtype,qa_hit_at_1,qa_hit_at_3,qa_hit_at_10,qa_mrr,qa_ndcg_at_10,strict_qa_hit_at_1,strict_qa_hit_at_3,strict_qa_hit_at_10,strict_qa_mrr,doc_hit_at_1,doc_hit_at_3,doc_hit_at_10,doc_mrr,focus_hit_at_1,focus_hit_at_3,focus_hit_at_10,focus_mrr,num_relevant_qa_uids,num_retrieved
rag_hybrid_k10,hybrid,10,eval_0181,What is (are) Ollier disease ?,2_GARD_QA::0004532::0004532-1,2_GARD_QA::0004532::0004532-1|3_GHR_QA::0000750::0000750-1,2_GARD_QA::0004532::0004532,2_GARD_QA::0004532::0004532|3_GHR_QA::0000750::0000750,Ollier disease,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_hybrid_k10,hybrid,10,eval_0182,What is (are) allergic asthma ?,3_GHR_QA::0000037::0000037-1,3_GHR_QA::0000037::0000037-1,3_GHR_QA::0000037::0000037,3_GHR_QA::0000037::0000037,allergic asthma,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0183,What are the treatments for Sjgren's Syndrome ?,6_NINDS_QA::0000253::0000253-2,6_NINDS_QA::0000253::0000253-2,6_NINDS_QA::0000253::0000253,6_NINDS_QA::0000253::0000253,Sjgren's Syndrome,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0184,What is (are) Miyoshi myopathy ?,3_GHR_QA::0000666::0000666-1,3_GHR_QA::0000666::0000666-1,3_GHR_QA::0000666::0000666,3_GHR_QA::0000666::0000666,Miyoshi myopathy,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0185,How to diagnose Mntriers Disease ?,5_NIDDK_QA::0000115::0000115-5,5_NIDDK_QA::0000115::0000115-5,5_NIDDK_QA::0000115::0000115,5_NIDDK_QA::0000115::0000115,Mntriers Disease,exams and tests,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0186,What are the genetic changes related to MYH9-related disorder ?,3_GHR_QA::0000700::0000700-3,3_GHR_QA::0000700::0000700-3,3_GHR_QA::0000700::0000700,3_GHR_QA::0000700::0000700,MYH9-related disorder,genetic changes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0187,Is Hypokalemic periodic paralysis inherited ?,2_GARD_QA::0003059::0003059-4,2_GARD_QA::0003059::0003059-4|3_GHR_QA::0000505::0000505-4,2_GARD_QA::0003059::0003059,2_GARD_QA::0003059::0003059|3_GHR_QA::0000505::0000505,Hypokalemic periodic paralysis,inheritance,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_hybrid_k10,hybrid,10,eval_0188,What are the symptoms of Peyronie disease ?,2_GARD_QA::0004834::0004834-2,2_GARD_QA::0004834::0004834-2,2_GARD_QA::0004834::0004834,2_GARD_QA::0004834::0004834,Peyronie disease,symptoms,0,0,1,0.25,0.43067655807339306,0,0,1,0.25,0,1,1,0.5,0,1,1,0.5,1,10
rag_hybrid_k10,hybrid,10,eval_0189,What is (are) Asthma ?,2_GARD_QA::0000491::0000491-1,2_GARD_QA::0000491::0000491-1|4_MPlus_Health_Topics_QA::0000065::0000065-1|8_NHLBI_QA_XML::0000010::0000010-1,2_GARD_QA::0000491::0000491,2_GARD_QA::0000491::0000491|4_MPlus_Health_Topics_QA::0000065::0000065|8_NHLBI_QA_XML::0000010::0000010,Asthma,information,1,1,1,1.0,0.9469024295259745,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,3,10
rag_hybrid_k10,hybrid,10,eval_0190,What are the treatments for Iniencephaly ?,6_NINDS_QA::0000164::0000164-2,6_NINDS_QA::0000164::0000164-2,6_NINDS_QA::0000164::0000164,6_NINDS_QA::0000164::0000164,Iniencephaly,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0191,What are the treatments for Cerebral Hypoxia ?,6_NINDS_QA::0000023::0000023-2,6_NINDS_QA::0000023::0000023-2,6_NINDS_QA::0000023::0000023,6_NINDS_QA::0000023::0000023,Cerebral Hypoxia,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0192,What are the treatments for Trichotillomania ?,2_GARD_QA::0006192::0006192-3,2_GARD_QA::0006192::0006192-3,2_GARD_QA::0006192::0006192,2_GARD_QA::0006192::0006192,Trichotillomania,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0193,Is hypokalemic periodic paralysis inherited ?,3_GHR_QA::0000505::0000505-4,2_GARD_QA::0003059::0003059-4|3_GHR_QA::0000505::0000505-4,3_GHR_QA::0000505::0000505,2_GARD_QA::0003059::0003059|3_GHR_QA::0000505::0000505,hypokalemic periodic paralysis,inheritance,1,1,1,1.0,1.0,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,2,10
rag_hybrid_k10,hybrid,10,eval_0194,What are the treatments for Cardiomyopathy ?,8_NHLBI_QA_XML::0000029::0000029-8,8_NHLBI_QA_XML::0000029::0000029-8,8_NHLBI_QA_XML::0000029::0000029,8_NHLBI_QA_XML::0000029::0000029,Cardiomyopathy,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0195,Is RAPADILINO syndrome inherited ?,3_GHR_QA::0000858::0000858-4,3_GHR_QA::0000858::0000858-4,3_GHR_QA::0000858::0000858,3_GHR_QA::0000858::0000858,RAPADILINO syndrome,inheritance,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0196,What is (are) Kidney Stones in Adults ?,5_NIDDK_QA::0000203::0000203-2,5_NIDDK_QA::0000203::0000203-1|5_NIDDK_QA::0000203::0000203-2|5_NIDDK_QA::0000203::0000203-5,5_NIDDK_QA::0000203::0000203,5_NIDDK_QA::0000203::0000203,Kidney Stones in Adults,information,1,1,1,1.0,0.9674679834891693,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,3,10
rag_hybrid_k10,hybrid,10,eval_0197,What to do for Biliary Atresia ?,5_NIDDK_QA::0000183::0000183-10,5_NIDDK_QA::0000183::0000183-10|5_NIDDK_QA::0000183::0000183-9,5_NIDDK_QA::0000183::0000183,5_NIDDK_QA::0000183::0000183,Biliary Atresia,considerations,1,1,1,1.0,1.0,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,2,10
rag_hybrid_k10,hybrid,10,eval_0198,What are the treatments for Cataract ?,7_SeniorHealth_QA::0000009::0000009-15,7_SeniorHealth_QA::0000009::0000009-15|7_SeniorHealth_QA::0000009::0000009-5,7_SeniorHealth_QA::0000009::0000009,7_SeniorHealth_QA::0000009::0000009,Cataract,treatment,1,1,1,1.0,0.9197207891481876,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_hybrid_k10,hybrid,10,eval_0199,What is (are) Infections and Pregnancy ?,4_MPlus_Health_Topics_QA::0000510::0000510-1,4_MPlus_Health_Topics_QA::0000510::0000510-1,4_MPlus_Health_Topics_QA::0000510::0000510,4_MPlus_Health_Topics_QA::0000510::0000510,Infections and Pregnancy,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_hybrid_k10,hybrid,10,eval_0200,What are the genetic changes related to autoimmune Addison disease ?,3_GHR_QA::0000087::0000087-3,3_GHR_QA::0000087::0000087-3,3_GHR_QA::0000087::0000087,3_GHR_QA::0000087::0000087,autoimmune Addison disease,genetic changes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0001,How to prevent Diabetic Kidney Disease ?,5_NIDDK_QA::0000033::0000033-9,5_NIDDK_QA::0000033::0000033-9,5_NIDDK_QA::0000033::0000033,5_NIDDK_QA::0000033::0000033,Diabetic Kidney Disease,prevention,0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0002,What are the complications of Kidney Dysplasia ?,5_NIDDK_QA::0000154::0000154-7,5_NIDDK_QA::0000154::0000154-7,5_NIDDK_QA::0000154::0000154,5_NIDDK_QA::0000154::0000154,Kidney Dysplasia,complications,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0003,What is (are) Rheumatoid Arthritis ?,7_SeniorHealth_QA::0000061::0000061-7,3_GHR_QA::0000875::0000875-1|4_MPlus_Health_Topics_QA::0000782::0000782-1|7_SeniorHealth_QA::0000061::0000061-1|7_SeniorHealth_QA::0000061::0000061-15|7_SeniorHealth_QA::0000061::0000061-7,7_SeniorHealth_QA::0000061::0000061,3_GHR_QA::0000875::0000875|4_MPlus_Health_Topics_QA::0000782::0000782|7_SeniorHealth_QA::0000061::0000061,Rheumatoid Arthritis,information,1,1,1,1.0,0.5684045686173149,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,5,10
rag_bm25_k10,bm25,10,eval_0004,Is Familial isolated hyperparathyroidism inherited ?,2_GARD_QA::0002274::0002274-3,2_GARD_QA::0002274::0002274-3|3_GHR_QA::0000357::0000357-4,2_GARD_QA::0002274::0002274,2_GARD_QA::0002274::0002274|3_GHR_QA::0000357::0000357,Familial isolated hyperparathyroidism,inheritance,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0005,What are the genetic changes related to giant congenital melanocytic nevus ?,3_GHR_QA::0000406::0000406-3,3_GHR_QA::0000406::0000406-3,3_GHR_QA::0000406::0000406,3_GHR_QA::0000406::0000406,giant congenital melanocytic nevus,genetic changes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0006,Is diastrophic dysplasia inherited ?,3_GHR_QA::0000284::0000284-4,3_GHR_QA::0000284::0000284-4,3_GHR_QA::0000284::0000284,3_GHR_QA::0000284::0000284,diastrophic dysplasia,inheritance,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0007,Is glucose phosphate isomerase deficiency inherited ?,3_GHR_QA::0000412::0000412-4,3_GHR_QA::0000412::0000412-4,3_GHR_QA::0000412::0000412,3_GHR_QA::0000412::0000412,glucose phosphate isomerase deficiency,inheritance,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0008,What causes Chromosome 4q deletion ?,2_GARD_QA::0001282::0001282-3,2_GARD_QA::0001282::0001282-3,2_GARD_QA::0001282::0001282,2_GARD_QA::0001282::0001282,Chromosome 4q deletion,causes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0009,What is (are) X-linked lymphoproliferative disease ?,3_GHR_QA::0001059::0001059-1,3_GHR_QA::0001059::0001059-1,3_GHR_QA::0001059::0001059,3_GHR_QA::0001059::0001059,X-linked lymphoproliferative disease,information,0,0,1,0.125,0.31546487678572877,0,0,1,0.125,0,0,1,0.25,0,0,1,0.25,1,10
rag_bm25_k10,bm25,10,eval_0010,How to prevent Lung Cancer ?,1_CancerGov_QA::0000032_3::0000032_3-2,1_CancerGov_QA::0000032_3::0000032_3-2,1_CancerGov_QA::0000032_3::0000032_3,1_CancerGov_QA::0000032_3::0000032_3,Lung Cancer,prevention,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0011,What is (are) Medicare and Continuing Care ?,7_SeniorHealth_QA::0000045::0000045-8,7_SeniorHealth_QA::0000045::0000045-10|7_SeniorHealth_QA::0000045::0000045-11|7_SeniorHealth_QA::0000045::0000045-12|7_SeniorHealth_QA::0000045::0000045-13|7_SeniorHealth_QA::0000045::0000045-14|7_SeniorHealth_QA::0000045::0000045-16|7_SeniorHealth_QA::0000045::0000045-18|7_SeniorHealth_QA::0000045::0000045-20|7_SeniorHealth_QA::0000045::0000045-22|7_SeniorHealth_QA::0000045::0000045-24|7_SeniorHealth_QA::0000045::0000045-28|7_SeniorHealth_QA::0000045::0000045-7|7_SeniorHealth_QA::0000045::0000045-8|7_SeniorHealth_QA::0000045::0000045-9,7_SeniorHealth_QA::0000045::0000045,7_SeniorHealth_QA::0000045::0000045,Medicare and Continuing Care,information,1,1,1,1.0,1.0,0,0,1,0.1111111111111111,1,1,1,1.0,1,1,1,1.0,14,10
rag_bm25_k10,bm25,10,eval_0012,What is (are) COG5-congenital disorder of glycosylation ?,3_GHR_QA::0000197::0000197-1,3_GHR_QA::0000197::0000197-1,3_GHR_QA::0000197::0000197,3_GHR_QA::0000197::0000197,COG5-congenital disorder of glycosylation,information,0,1,1,0.3333333333333333,0.5,0,1,1,0.3333333333333333,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0013,What are the symptoms of Congenital myasthenic syndrome with episodic apnea ?,2_GARD_QA::0001542::0001542-1,2_GARD_QA::0001542::0001542-1,2_GARD_QA::0001542::0001542,2_GARD_QA::0001542::0001542,Congenital myasthenic syndrome with episodic apnea,symptoms,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0014,What are the treatments for Immunodeficiency with hyper IgM type 1 ?,2_GARD_QA::0003162::0003162-4,2_GARD_QA::0003162::0003162-4,2_GARD_QA::0003162::0003162,2_GARD_QA::0003162::0003162,Immunodeficiency with hyper IgM type 1,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0015,How many people are affected by mucopolysaccharidosis type VI ?,3_GHR_QA::0000682::0000682-2,3_GHR_QA::0000682::0000682-2,3_GHR_QA::0000682::0000682,3_GHR_QA::0000682::0000682,mucopolysaccharidosis type VI,frequency,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0016,What to do for Perineal Injury in Males ?,5_NIDDK_QA::0000206::0000206-11,5_NIDDK_QA::0000206::0000206-10|5_NIDDK_QA::0000206::0000206-11,5_NIDDK_QA::0000206::0000206,5_NIDDK_QA::0000206::0000206,Perineal Injury in Males,considerations,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0017,What are the genetic changes related to sialuria ?,3_GHR_QA::0000909::0000909-3,3_GHR_QA::0000909::0000909-3,3_GHR_QA::0000909::0000909,3_GHR_QA::0000909::0000909,sialuria,genetic changes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0018,what research (or clinical trials) is being done for Oropharyngeal Cancer ?,1_CancerGov_QA::0000024_6::0000024_6-8,1_CancerGov_QA::0000024_6::0000024_6-8,1_CancerGov_QA::0000024_6::0000024_6,1_CancerGov_QA::0000024_6::0000024_6,Oropharyngeal Cancer,research,0,1,1,0.5,0.6309297535714575,0,1,1,0.5,0,1,1,0.5,0,1,1,0.5,1,10
rag_bm25_k10,bm25,10,eval_0019,What is (are) Pallister-Killian mosaic syndrome ?,2_GARD_QA::0004688::0004688-1,2_GARD_QA::0004688::0004688-1|3_GHR_QA::0000768::0000768-1,2_GARD_QA::0004688::0004688,2_GARD_QA::0004688::0004688|3_GHR_QA::0000768::0000768,Pallister-Killian mosaic syndrome,information,0,1,1,0.5,0.6240505200038379,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0020,What are the treatments for Mucopolysaccharidosis type I ?,2_GARD_QA::0004155::0004155-5,2_GARD_QA::0004155::0004155-5|3_GHR_QA::0000678::0000678-5,2_GARD_QA::0004155::0004155,2_GARD_QA::0004155::0004155|3_GHR_QA::0000678::0000678,Mucopolysaccharidosis type I,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0021,what research (or clinical trials) is being done for Prostate Cancer ?,1_CancerGov_QA::0000036_1::0000036_1-7,1_CancerGov_QA::0000036_1::0000036_1-7|1_CancerGov_QA::0000036_2::0000036_2-5|7_SeniorHealth_QA::0000058::0000058-7,1_CancerGov_QA::0000036_1::0000036_1,1_CancerGov_QA::0000036_1::0000036_1|1_CancerGov_QA::0000036_2::0000036_2|7_SeniorHealth_QA::0000058::0000058,Prostate Cancer,research,1,1,1,1.0,0.7653606369886217,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,3,10
rag_bm25_k10,bm25,10,eval_0022,What are the symptoms of Heart Palpitations ?,8_NHLBI_QA_XML::0000063::0000063-4,8_NHLBI_QA_XML::0000063::0000063-4,8_NHLBI_QA_XML::0000063::0000063,8_NHLBI_QA_XML::0000063::0000063,Heart Palpitations,symptoms,0,1,1,0.3333333333333333,0.5,0,1,1,0.3333333333333333,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0023,What are the treatments for Aicardi syndrome ?,3_GHR_QA::0000028::0000028-5,3_GHR_QA::0000028::0000028-5|6_NINDS_QA::0000011::0000011-2,3_GHR_QA::0000028::0000028,3_GHR_QA::0000028::0000028|6_NINDS_QA::0000011::0000011,Aicardi syndrome,treatment,1,1,1,1.0,0.9197207891481876,0,1,1,0.3333333333333333,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0024,Do you have information about Fires,4_MPlus_Health_Topics_QA::0000365::0000365-1,4_MPlus_Health_Topics_QA::0000365::0000365-1,4_MPlus_Health_Topics_QA::0000365::0000365,4_MPlus_Health_Topics_QA::0000365::0000365,Fires,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0025,What are the treatments for Juvenile amyotrophic lateral sclerosis ?,2_GARD_QA::0003319::0003319-4,2_GARD_QA::0003319::0003319-4,2_GARD_QA::0003319::0003319,2_GARD_QA::0003319::0003319,Juvenile amyotrophic lateral sclerosis,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0026,What causes Congenital adrenal hyperplasia ?,2_GARD_QA::0001472::0001472-3,2_GARD_QA::0001472::0001472-3,2_GARD_QA::0001472::0001472,2_GARD_QA::0001472::0001472,Congenital adrenal hyperplasia,causes,0,1,1,0.3333333333333333,0.5,0,1,1,0.3333333333333333,0,1,1,0.3333333333333333,0,1,1,0.3333333333333333,1,10
rag_bm25_k10,bm25,10,eval_0027,What to do for Gastroparesis ?,5_NIDDK_QA::0000107::0000107-6,5_NIDDK_QA::0000107::0000107-6|5_NIDDK_QA::0000107::0000107-9,5_NIDDK_QA::0000107::0000107,5_NIDDK_QA::0000107::0000107,Gastroparesis,considerations,1,1,1,1.0,0.8503449055347546,0,0,1,0.2,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0028,Who is at risk for ARDS? ?,8_NHLBI_QA_XML::0000007::0000007-4,8_NHLBI_QA_XML::0000007::0000007-4,8_NHLBI_QA_XML::0000007::0000007,8_NHLBI_QA_XML::0000007::0000007,ARDS,susceptibility,0,1,1,0.5,0.6309297535714575,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0029,What is (are) deafness-dystonia-optic neuronopathy syndrome ?,3_GHR_QA::0000274::0000274-1,3_GHR_QA::0000274::0000274-1,3_GHR_QA::0000274::0000274,3_GHR_QA::0000274::0000274,deafness-dystonia-optic neuronopathy syndrome,information,0,0,1,0.2,0.38685280723454163,0,0,1,0.2,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0030,What is (are) benign chronic pemphigus ?,3_GHR_QA::0000115::0000115-1,3_GHR_QA::0000115::0000115-1,3_GHR_QA::0000115::0000115,3_GHR_QA::0000115::0000115,benign chronic pemphigus,information,0,1,1,0.3333333333333333,0.5,0,1,1,0.3333333333333333,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0031,What is (are) Hashimoto's syndrome ?,2_GARD_QA::0002736::0002736-1,2_GARD_QA::0002736::0002736-1,2_GARD_QA::0002736::0002736,2_GARD_QA::0002736::0002736,Hashimoto's syndrome,information,0,1,1,0.3333333333333333,0.5,0,1,1,0.3333333333333333,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0032,What are the symptoms of Charcot-Marie-Tooth disease type 2D ?,2_GARD_QA::0001102::0001102-1,2_GARD_QA::0001102::0001102-1,2_GARD_QA::0001102::0001102,2_GARD_QA::0001102::0001102,Charcot-Marie-Tooth disease type 2D,symptoms,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0033,What are the symptoms of NADH cytochrome B5 reductase deficiency ?,2_GARD_QA::0004302::0004302-1,2_GARD_QA::0004302::0004302-1,2_GARD_QA::0004302::0004302,2_GARD_QA::0004302::0004302,NADH cytochrome B5 reductase deficiency,symptoms,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0034,What are the treatments for Dementia ?,6_NINDS_QA::0000098::0000098-2,6_NINDS_QA::0000098::0000098-2,6_NINDS_QA::0000098::0000098,6_NINDS_QA::0000098::0000098,Dementia,treatment,0,1,1,0.5,0.6309297535714575,0,1,1,0.5,0,1,1,0.5,0,1,1,0.5,1,10
rag_bm25_k10,bm25,10,eval_0035,"What are the symptoms of Ichthyosiform erythroderma, corneal involvement, deafness ?",2_GARD_QA::0003105::0003105-1,2_GARD_QA::0003105::0003105-1,2_GARD_QA::0003105::0003105,2_GARD_QA::0003105::0003105,"Ichthyosiform erythroderma, corneal involvement, deafness",symptoms,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0036,What are the treatments for Frontal fibrosing alopecia ?,2_GARD_QA::0002442::0002442-6,2_GARD_QA::0002442::0002442-6,2_GARD_QA::0002442::0002442,2_GARD_QA::0002442::0002442,Frontal fibrosing alopecia,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0037,Do you have information about Calcium,4_MPlus_Health_Topics_QA::0000139::0000139-1,4_MPlus_Health_Topics_QA::0000139::0000139-1,4_MPlus_Health_Topics_QA::0000139::0000139,4_MPlus_Health_Topics_QA::0000139::0000139,Calcium,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0038,Do you have information about Smokeless Tobacco,4_MPlus_Health_Topics_QA::0000827::0000827-1,4_MPlus_Health_Topics_QA::0000827::0000827-1,4_MPlus_Health_Topics_QA::0000827::0000827,4_MPlus_Health_Topics_QA::0000827::0000827,Smokeless Tobacco,information,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0039,What is the outlook for Tropical Spastic Paraparesis ?,6_NINDS_QA::0000151::0000151-3,6_NINDS_QA::0000151::0000151-3,6_NINDS_QA::0000151::0000151,6_NINDS_QA::0000151::0000151,Tropical Spastic Paraparesis,outlook,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0040,What is (are) Parasites - Angiostrongyliasis (also known as Angiostrongylus Infection) ?,9_CDC_QA::0000015::0000015-2,9_CDC_QA::0000015::0000015-2,9_CDC_QA::0000015::0000015,9_CDC_QA::0000015::0000015,Parasites - Angiostrongyliasis (also known as Angiostrongylus Infection),information,0,1,1,0.5,0.6309297535714575,0,1,1,0.5,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0041,What are the treatments for cystic fibrosis ?,3_GHR_QA::0000262::0000262-5,3_GHR_QA::0000262::0000262-5|8_NHLBI_QA_XML::0000049::0000049-7,3_GHR_QA::0000262::0000262,3_GHR_QA::0000262::0000262|8_NHLBI_QA_XML::0000049::0000049,cystic fibrosis,treatment,1,1,1,1.0,0.6131471927654584,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,2,10
rag_bm25_k10,bm25,10,eval_0042,What are the treatments for Leukoplakia ?,2_GARD_QA::0003580::0003580-3,2_GARD_QA::0003580::0003580-3,2_GARD_QA::0003580::0003580,2_GARD_QA::0003580::0003580,Leukoplakia,treatment,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0043,What causes Best vitelliform macular dystrophy ?,2_GARD_QA::0000700::0000700-3,2_GARD_QA::0000700::0000700-3,2_GARD_QA::0000700::0000700,2_GARD_QA::0000700::0000700,Best vitelliform macular dystrophy,causes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0044,What are the symptoms of Biotin-thiamine-responsive basal ganglia disease ?,2_GARD_QA::0000736::0000736-2,2_GARD_QA::0000736::0000736-2,2_GARD_QA::0000736::0000736,2_GARD_QA::0000736::0000736,Biotin-thiamine-responsive basal ganglia disease,symptoms,0,0,1,0.16666666666666666,0.3562071871080222,0,0,1,0.16666666666666666,0,1,1,0.5,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0045,How many people are affected by X-linked thrombocytopenia ?,3_GHR_QA::0001065::0001065-2,3_GHR_QA::0001065::0001065-2,3_GHR_QA::0001065::0001065,3_GHR_QA::0001065::0001065,X-linked thrombocytopenia,frequency,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0046,What is the outlook for Diabetic Neuropathy ?,6_NINDS_QA::0000106::0000106-3,6_NINDS_QA::0000106::0000106-3,6_NINDS_QA::0000106::0000106,6_NINDS_QA::0000106::0000106,Diabetic Neuropathy,outlook,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
rag_bm25_k10,bm25,10,eval_0047,What are the genetic changes related to multiple sulfatase deficiency ?,3_GHR_QA::0000695::0000695-3,3_GHR_QA::0000695::0000695-3,3_GHR_QA::0000695::0000695,3_GHR_QA::0000695::0000695,multiple sulfatase deficiency,genetic changes,1,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,10
